order_item_id,order_id,product_id,quantity,unit_price,discount,line_amount
ITEM-00000001,ORD-00034834,PRD-002,386,90,0.14,34740
ITEM-00000002,ORD-00015435,PRD-004,295,450,0.07,132750
ITEM-00000003,ORD-00000018,PRD-006,319,250,0.0,79750
ITEM-00000004,ORD-00043822,PRD-002,274,90,0.13,24660
ITEM-00000005,ORD-00056423,PRD-004,56,450,0.01,25200
ITEM-00000006,ORD-00021730,PRD-003,273,850,0.08,232050
ITEM-00000007,ORD-00009972,PRD-002,223,90,0.03,20070
ITEM-00000008,ORD-00061799,PRD-007,234,180,0.07,42120
ITEM-00000009,ORD-00076108,PRD-005,275,60,0.11,16500
ITEM-00000010,ORD-00034034,PRD-002,151,90,0.07,13590
ITEM-00000011,ORD-00094877,PRD-005,487,60,0.12,29220
ITEM-00000012,ORD-00012279,PRD-001,106,120,0.12,12720
ITEM-00000013,ORD-00029334,PRD-001,264,120,0.08,31680
ITEM-00000014,ORD-00062774,PRD-010,390,150,0.06,58500
ITEM-00000015,ORD-00036580,PRD-001,23,120,0.14,2760
ITEM-00000016,ORD-00058018,PRD-004,466,450,0.0,209700
ITEM-00000017,ORD-00073078,PRD-007,454,180,0.14,81720
ITEM-00000018,ORD-00069242,PRD-005,342,60,0.13,20520
ITEM-00000019,ORD-00079473,PRD-008,167,400,0.13,66800
ITEM-00000020,ORD-00018122,PRD-008,380,400,0.15,152000
ITEM-00000021,ORD-00066646,PRD-002,29,90,0.09,2610
ITEM-00000022,ORD-00076163,PRD-002,479,90,0.03,43110
ITEM-00000023,ORD-00044120,PRD-001,422,120,0.01,50640
ITEM-00000024,ORD-00068916,PRD-001,415,120,0.11,49800
ITEM-00000025,ORD-00080102,PRD-009,418,700,0.02,292600
ITEM-00000026,ORD-00057604,PRD-006,2,250,0.04,500
ITEM-00000027,ORD-00019875,PRD-008,480,400,0.1,192000
ITEM-00000028,ORD-00023670,PRD-008,324,400,0.05,129600
ITEM-00000029,ORD-00043647,PRD-004,371,450,0.13,166950
ITEM-00000030,ORD-00024739,PRD-007,425,180,0.08,76500
ITEM-00000031,ORD-00051114,PRD-007,339,180,0.02,61020
ITEM-00000032,ORD-00070087,PRD-001,286,120,0.04,34320
ITEM-00000033,ORD-00034322,PRD-009,178,700,0.06,124600
ITEM-00000034,ORD-00077298,PRD-003,223,850,0.02,189550
ITEM-00000035,ORD-00056740,PRD-009,324,700,0.13,226800
ITEM-00000036,ORD-00039299,PRD-006,146,250,0.01,36500
ITEM-00000037,ORD-00039308,PRD-010,51,150,0.09,7650
ITEM-00000038,ORD-00008140,PRD-009,270,700,0.05,189000
ITEM-00000039,ORD-00008579,PRD-007,144,180,0.02,25920
ITEM-00000040,ORD-00027574,PRD-010,330,150,0.05,49500
ITEM-00000041,ORD-00064753,PRD-006,35,250,0.09,8750
ITEM-00000042,ORD-00083112,PRD-003,134,850,0.14,113900
ITEM-00000043,ORD-00050507,PRD-006,345,250,0.09,86250
ITEM-00000044,ORD-00052730,PRD-004,177,450,0.02,79650
ITEM-00000045,ORD-00087707,PRD-004,102,450,0.11,45900
ITEM-00000046,ORD-00001169,PRD-006,397,250,0.14,99250
ITEM-00000047,ORD-00025983,PRD-003,305,850,0.02,259250
ITEM-00000048,ORD-00050812,PRD-003,173,850,0.13,147050
ITEM-00000049,ORD-00040469,PRD-005,135,60,0.03,8100
ITEM-00000050,ORD-00093696,PRD-009,37,700,0.08,25900
ITEM-00000051,ORD-00024298,PRD-010,284,150,0.15,42600
ITEM-00000052,ORD-00071566,PRD-001,24,120,0.04,2880
ITEM-00000053,ORD-00093109,PRD-003,21,850,0.13,17850
ITEM-00000054,ORD-00099558,PRD-009,148,700,0.01,103600
ITEM-00000055,ORD-00057653,PRD-008,461,400,0.04,184400
ITEM-00000056,ORD-00020454,PRD-001,311,120,0.03,37320
ITEM-00000057,ORD-00070469,PRD-008,476,400,0.07,190400
ITEM-00000058,ORD-00092077,PRD-008,244,400,0.03,97600
ITEM-00000059,ORD-00048589,PRD-006,121,250,0.12,30250
ITEM-00000060,ORD-00068359,PRD-003,278,850,0.08,236300
ITEM-00000061,ORD-00000132,PRD-004,243,450,0.05,109350
ITEM-00000062,ORD-00088018,PRD-004,215,450,0.09,96750
ITEM-00000063,ORD-00030347,PRD-006,19,250,0.01,4750
ITEM-00000064,ORD-00047859,PRD-007,87,180,0.1,15660
ITEM-00000065,ORD-00076829,PRD-002,198,90,0.13,17820
ITEM-00000066,ORD-00020057,PRD-004,82,450,0.1,36900
ITEM-00000067,ORD-00089518,PRD-005,345,60,0.08,20700
ITEM-00000068,ORD-00072046,PRD-002,242,90,0.04,21780
ITEM-00000069,ORD-00083086,PRD-010,460,150,0.05,69000
ITEM-00000070,ORD-00044983,PRD-003,220,850,0.11,187000
ITEM-00000071,ORD-00074143,PRD-006,303,250,0.03,75750
ITEM-00000072,ORD-00034957,PRD-003,419,850,0.04,356150
ITEM-00000073,ORD-00006682,PRD-006,279,250,0.1,69750
ITEM-00000074,ORD-00015882,PRD-008,132,400,0.15,52800
ITEM-00000075,ORD-00081920,PRD-003,37,850,0.11,31450
ITEM-00000076,ORD-00070512,PRD-004,108,450,0.08,48600
ITEM-00000077,ORD-00091614,PRD-009,138,700,0.05,96600
ITEM-00000078,ORD-00005475,PRD-004,467,450,0.09,210150
ITEM-00000079,ORD-00065758,PRD-009,468,700,0.14,327600
ITEM-00000080,ORD-00067336,PRD-005,453,60,0.04,27180
ITEM-00000081,ORD-00020256,PRD-001,319,120,0.04,38280
ITEM-00000082,ORD-00057210,PRD-004,466,450,0.15,209700
ITEM-00000083,ORD-00013844,PRD-004,473,450,0.12,212850
ITEM-00000084,ORD-00029382,PRD-009,162,700,0.01,113400
ITEM-00000085,ORD-00045014,PRD-004,145,450,0.03,65250
ITEM-00000086,ORD-00095339,PRD-009,430,700,0.02,301000
ITEM-00000087,ORD-00069251,PRD-006,353,250,0.05,88250
ITEM-00000088,ORD-00011591,PRD-002,392,90,0.03,35280
ITEM-00000089,ORD-00015194,PRD-006,410,250,0.07,102500
ITEM-00000090,ORD-00090808,PRD-007,494,180,0.1,88920
ITEM-00000091,ORD-00073656,PRD-005,3,60,0.1,180
ITEM-00000092,ORD-00069440,PRD-003,46,850,0.14,39100
ITEM-00000093,ORD-00017897,PRD-002,128,90,0.13,11520
ITEM-00000094,ORD-00069838,PRD-005,223,60,0.06,13380
ITEM-00000095,ORD-00060287,PRD-004,406,450,0.06,182700
ITEM-00000096,ORD-00015722,PRD-004,224,450,0.14,100800
ITEM-00000097,ORD-00024204,PRD-010,208,150,0.09,31200
ITEM-00000098,ORD-00028571,PRD-008,24,400,0.11,9600
ITEM-00000099,ORD-00056790,PRD-002,386,90,0.03,34740
ITEM-00000100,ORD-00027998,PRD-007,233,180,0.1,41940
ITEM-00000101,ORD-00050095,PRD-009,185,700,0.11,129500
ITEM-00000102,ORD-00085203,PRD-004,229,450,0.06,103050
ITEM-00000103,ORD-00012439,PRD-008,44,400,0.05,17600
ITEM-00000104,ORD-00011152,PRD-008,241,400,0.14,96400
ITEM-00000105,ORD-00094658,PRD-010,26,150,0.11,3900
ITEM-00000106,ORD-00049231,PRD-007,186,180,0.07,33480
ITEM-00000107,ORD-00093669,PRD-010,17,150,0.06,2550
ITEM-00000108,ORD-00041760,PRD-009,56,700,0.05,39200
ITEM-00000109,ORD-00079704,PRD-007,152,180,0.05,27360
ITEM-00000110,ORD-00090992,PRD-005,304,60,0.13,18240
ITEM-00000111,ORD-00046205,PRD-004,246,450,0.04,110700
ITEM-00000112,ORD-00031930,PRD-002,73,90,0.05,6570
ITEM-00000113,ORD-00046909,PRD-010,181,150,0.06,27150
ITEM-00000114,ORD-00046096,PRD-003,399,850,0.1,339150
ITEM-00000115,ORD-00076947,PRD-001,140,120,0.06,16800
ITEM-00000116,ORD-00062197,PRD-009,440,700,0.04,308000
ITEM-00000117,ORD-00078311,PRD-002,72,90,0.08,6480
ITEM-00000118,ORD-00034298,PRD-001,467,120,0.04,56040
ITEM-00000119,ORD-00048633,PRD-007,480,180,0.05,86400
ITEM-00000120,ORD-00049522,PRD-001,45,120,0.05,5400
ITEM-00000121,ORD-00066302,PRD-007,258,180,0.13,46440
ITEM-00000122,ORD-00063489,PRD-007,218,180,0.06,39240
ITEM-00000123,ORD-00005079,PRD-005,452,60,0.15,27120
ITEM-00000124,ORD-00043774,PRD-008,270,400,0.05,108000
ITEM-00000125,ORD-00064328,PRD-004,220,450,0.06,99000
ITEM-00000126,ORD-00000908,PRD-010,295,150,0.05,44250
ITEM-00000127,ORD-00003186,PRD-002,19,90,0.13,1710
ITEM-00000128,ORD-00026657,PRD-009,382,700,0.13,267400
ITEM-00000129,ORD-00059856,PRD-006,117,250,0.09,29250
ITEM-00000130,ORD-00081814,PRD-003,193,850,0.04,164050
ITEM-00000131,ORD-00021472,PRD-005,344,60,0.06,20640
ITEM-00000132,ORD-00072543,PRD-006,124,250,0.03,31000
ITEM-00000133,ORD-00028779,PRD-002,232,90,0.13,20880
ITEM-00000134,ORD-00033173,PRD-006,384,250,0.06,96000
ITEM-00000135,ORD-00092882,PRD-008,89,400,0.05,35600
ITEM-00000136,ORD-00025395,PRD-006,450,250,0.03,112500
ITEM-00000137,ORD-00077928,PRD-004,13,450,0.08,5850
ITEM-00000138,ORD-00050837,PRD-007,44,180,0.02,7920
ITEM-00000139,ORD-00016891,PRD-009,90,700,0.11,63000
ITEM-00000140,ORD-00075854,PRD-005,92,60,0.13,5520
ITEM-00000141,ORD-00041650,PRD-006,34,250,0.03,8500
ITEM-00000142,ORD-00065601,PRD-004,432,450,0.14,194400
ITEM-00000143,ORD-00091501,PRD-005,496,60,0.02,29760
ITEM-00000144,ORD-00086632,PRD-006,250,250,0.13,62500
ITEM-00000145,ORD-00069736,PRD-008,23,400,0.15,9200
ITEM-00000146,ORD-00000979,PRD-007,410,180,0.03,73800
ITEM-00000147,ORD-00049606,PRD-004,251,450,0.06,112950
ITEM-00000148,ORD-00042788,PRD-002,165,90,0.09,14850
ITEM-00000149,ORD-00032437,PRD-004,495,450,0.13,222750
ITEM-00000150,ORD-00050310,PRD-005,43,60,0.05,2580
ITEM-00000151,ORD-00055016,PRD-010,250,150,0.13,37500
ITEM-00000152,ORD-00006443,PRD-010,293,150,0.13,43950
ITEM-00000153,ORD-00083131,PRD-010,325,150,0.04,48750
ITEM-00000154,ORD-00021991,PRD-005,281,60,0.14,16860
ITEM-00000155,ORD-00021389,PRD-010,413,150,0.13,61950
ITEM-00000156,ORD-00030089,PRD-010,84,150,0.13,12600
ITEM-00000157,ORD-00082698,PRD-004,294,450,0.05,132300
ITEM-00000158,ORD-00012517,PRD-010,222,150,0.09,33300
ITEM-00000159,ORD-00082641,PRD-005,362,60,0.08,21720
ITEM-00000160,ORD-00097829,PRD-001,336,120,0.03,40320
ITEM-00000161,ORD-00015273,PRD-009,339,700,0.12,237300
ITEM-00000162,ORD-00041203,PRD-006,474,250,0.11,118500
ITEM-00000163,ORD-00020334,PRD-003,301,850,0.02,255850
ITEM-00000164,ORD-00094920,PRD-007,121,180,0.02,21780
ITEM-00000165,ORD-00068193,PRD-001,200,120,0.07,24000
ITEM-00000166,ORD-00053758,PRD-005,250,60,0.05,15000
ITEM-00000167,ORD-00067723,PRD-008,72,400,0.13,28800
ITEM-00000168,ORD-00074930,PRD-003,149,850,0.03,126650
ITEM-00000169,ORD-00086235,PRD-006,45,250,0.0,11250
ITEM-00000170,ORD-00070288,PRD-009,261,700,0.03,182700
ITEM-00000171,ORD-00058211,PRD-001,478,120,0.05,57360
ITEM-00000172,ORD-00028820,PRD-006,405,250,0.04,101250
ITEM-00000173,ORD-00031515,PRD-010,117,150,0.0,17550
ITEM-00000174,ORD-00053448,PRD-010,442,150,0.13,66300
ITEM-00000175,ORD-00065010,PRD-004,5,450,0.03,2250
ITEM-00000176,ORD-00052037,PRD-004,217,450,0.12,97650
ITEM-00000177,ORD-00060473,PRD-005,93,60,0.07,5580
ITEM-00000178,ORD-00009978,PRD-003,47,850,0.01,39950
ITEM-00000179,ORD-00069288,PRD-008,125,400,0.04,50000
ITEM-00000180,ORD-00049124,PRD-003,11,850,0.02,9350
ITEM-00000181,ORD-00047998,PRD-003,439,850,0.03,373150
ITEM-00000182,ORD-00031976,PRD-008,226,400,0.02,90400
ITEM-00000183,ORD-00076792,PRD-007,451,180,0.08,81180
ITEM-00000184,ORD-00015043,PRD-007,330,180,0.08,59400
ITEM-00000185,ORD-00094199,PRD-008,313,400,0.13,125200
ITEM-00000186,ORD-00074254,PRD-006,12,250,0.07,3000
ITEM-00000187,ORD-00092631,PRD-008,95,400,0.14,38000
ITEM-00000188,ORD-00010568,PRD-003,201,850,0.13,170850
ITEM-00000189,ORD-00005400,PRD-009,350,700,0.09,245000
ITEM-00000190,ORD-00090387,PRD-001,376,120,0.11,45120
ITEM-00000191,ORD-00095574,PRD-008,124,400,0.1,49600
ITEM-00000192,ORD-00019171,PRD-003,202,850,0.09,171700
ITEM-00000193,ORD-00026690,PRD-005,259,60,0.05,15540
ITEM-00000194,ORD-00044287,PRD-001,343,120,0.11,41160
ITEM-00000195,ORD-00037225,PRD-004,355,450,0.1,159750
ITEM-00000196,ORD-00070533,PRD-001,163,120,0.06,19560
ITEM-00000197,ORD-00034576,PRD-004,478,450,0.07,215100
ITEM-00000198,ORD-00002872,PRD-010,151,150,0.02,22650
ITEM-00000199,ORD-00047223,PRD-005,266,60,0.04,15960
ITEM-00000200,ORD-00033551,PRD-005,187,60,0.09,11220
ITEM-00000201,ORD-00057836,PRD-001,101,120,0.07,12120
ITEM-00000202,ORD-00065509,PRD-008,246,400,0.13,98400
ITEM-00000203,ORD-00010512,PRD-006,10,250,0.04,2500
ITEM-00000204,ORD-00015284,PRD-006,137,250,0.09,34250
ITEM-00000205,ORD-00018623,PRD-009,106,700,0.1,74200
ITEM-00000206,ORD-00024941,PRD-001,106,120,0.14,12720
ITEM-00000207,ORD-00037713,PRD-008,489,400,0.01,195600
ITEM-00000208,ORD-00071208,PRD-005,137,60,0.05,8220
ITEM-00000209,ORD-00084167,PRD-004,251,450,0.15,112950
ITEM-00000210,ORD-00003734,PRD-007,300,180,0.14,54000
ITEM-00000211,ORD-00023907,PRD-001,107,120,0.03,12840
ITEM-00000212,ORD-00059801,PRD-008,458,400,0.11,183200
ITEM-00000213,ORD-00085341,PRD-004,22,450,0.04,9900
ITEM-00000214,ORD-00089033,PRD-002,222,90,0.01,19980
ITEM-00000215,ORD-00030586,PRD-004,97,450,0.0,43650
ITEM-00000216,ORD-00094789,PRD-007,453,180,0.05,81540
ITEM-00000217,ORD-00083918,PRD-001,133,120,0.05,15960
ITEM-00000218,ORD-00064910,PRD-003,130,850,0.02,110500
ITEM-00000219,ORD-00053511,PRD-007,219,180,0.02,39420
ITEM-00000220,ORD-00036632,PRD-007,434,180,0.11,78120
ITEM-00000221,ORD-00089437,PRD-008,27,400,0.06,10800
ITEM-00000222,ORD-00069111,PRD-007,130,180,0.09,23400
ITEM-00000223,ORD-00012014,PRD-010,141,150,0.1,21150
ITEM-00000224,ORD-00052660,PRD-006,86,250,0.06,21500
ITEM-00000225,ORD-00026312,PRD-009,334,700,0.13,233800
ITEM-00000226,ORD-00085894,PRD-005,289,60,0.08,17340
ITEM-00000227,ORD-00094654,PRD-002,60,90,0.1,5400
ITEM-00000228,ORD-00090855,PRD-006,454,250,0.12,113500
ITEM-00000229,ORD-00056638,PRD-009,446,700,0.15,312200
ITEM-00000230,ORD-00048598,PRD-010,476,150,0.05,71400
ITEM-00000231,ORD-00059347,PRD-005,207,60,0.06,12420
ITEM-00000232,ORD-00066826,PRD-001,306,120,0.0,36720
ITEM-00000233,ORD-00080291,PRD-009,479,700,0.0,335300
ITEM-00000234,ORD-00045524,PRD-005,201,60,0.07,12060
ITEM-00000235,ORD-00031830,PRD-008,257,400,0.03,102800
ITEM-00000236,ORD-00066763,PRD-001,14,120,0.15,1680
ITEM-00000237,ORD-00037223,PRD-006,327,250,0.04,81750
ITEM-00000238,ORD-00051354,PRD-010,438,150,0.04,65700
ITEM-00000239,ORD-00054579,PRD-010,465,150,0.03,69750
ITEM-00000240,ORD-00015127,PRD-006,163,250,0.13,40750
ITEM-00000241,ORD-00087527,PRD-007,493,180,0.02,88740
ITEM-00000242,ORD-00058974,PRD-009,349,700,0.14,244300
ITEM-00000243,ORD-00026521,PRD-008,466,400,0.09,186400
ITEM-00000244,ORD-00038757,PRD-009,400,700,0.05,280000
ITEM-00000245,ORD-00001704,PRD-008,108,400,0.06,43200
ITEM-00000246,ORD-00037426,PRD-009,455,700,0.12,318500
ITEM-00000247,ORD-00066064,PRD-010,177,150,0.06,26550
ITEM-00000248,ORD-00069243,PRD-006,164,250,0.12,41000
ITEM-00000249,ORD-00030353,PRD-002,80,90,0.14,7200
ITEM-00000250,ORD-00024890,PRD-001,470,120,0.04,56400
ITEM-00000251,ORD-00067241,PRD-004,496,450,0.07,223200
ITEM-00000252,ORD-00087279,PRD-007,36,180,0.01,6480
ITEM-00000253,ORD-00092083,PRD-001,238,120,0.12,28560
ITEM-00000254,ORD-00045058,PRD-010,262,150,0.09,39300
ITEM-00000255,ORD-00088254,PRD-003,219,850,0.08,186150
ITEM-00000256,ORD-00037942,PRD-008,28,400,0.06,11200
ITEM-00000257,ORD-00057669,PRD-003,328,850,0.02,278800
ITEM-00000258,ORD-00026303,PRD-004,286,450,0.15,128700
ITEM-00000259,ORD-00094369,PRD-007,361,180,0.06,64980
ITEM-00000260,ORD-00012971,PRD-009,119,700,0.11,83300
ITEM-00000261,ORD-00036062,PRD-001,224,120,0.11,26880
ITEM-00000262,ORD-00084277,PRD-002,329,90,0.11,29610
ITEM-00000263,ORD-00031248,PRD-009,302,700,0.02,211400
ITEM-00000264,ORD-00091351,PRD-005,140,60,0.1,8400
ITEM-00000265,ORD-00031383,PRD-006,288,250,0.0,72000
ITEM-00000266,ORD-00094298,PRD-007,390,180,0.03,70200
ITEM-00000267,ORD-00010354,PRD-006,228,250,0.07,57000
ITEM-00000268,ORD-00055208,PRD-006,178,250,0.09,44500
ITEM-00000269,ORD-00071234,PRD-006,234,250,0.02,58500
ITEM-00000270,ORD-00053375,PRD-010,138,150,0.13,20700
ITEM-00000271,ORD-00011546,PRD-003,432,850,0.01,367200
ITEM-00000272,ORD-00048989,PRD-008,310,400,0.14,124000
ITEM-00000273,ORD-00067962,PRD-004,223,450,0.02,100350
ITEM-00000274,ORD-00054479,PRD-009,489,700,0.03,342300
ITEM-00000275,ORD-00021801,PRD-005,496,60,0.15,29760
ITEM-00000276,ORD-00025483,PRD-005,297,60,0.08,17820
ITEM-00000277,ORD-00043862,PRD-004,467,450,0.1,210150
ITEM-00000278,ORD-00026697,PRD-008,235,400,0.11,94000
ITEM-00000279,ORD-00055569,PRD-001,174,120,0.02,20880
ITEM-00000280,ORD-00076807,PRD-009,212,700,0.06,148400
ITEM-00000281,ORD-00023880,PRD-003,322,850,0.13,273700
ITEM-00000282,ORD-00058268,PRD-002,490,90,0.12,44100
ITEM-00000283,ORD-00073100,PRD-002,440,90,0.13,39600
ITEM-00000284,ORD-00030403,PRD-010,177,150,0.1,26550
ITEM-00000285,ORD-00023390,PRD-004,31,450,0.05,13950
ITEM-00000286,ORD-00005933,PRD-009,94,700,0.09,65800
ITEM-00000287,ORD-00009280,PRD-001,340,120,0.12,40800
ITEM-00000288,ORD-00016905,PRD-006,117,250,0.06,29250
ITEM-00000289,ORD-00026160,PRD-009,281,700,0.01,196700
ITEM-00000290,ORD-00020998,PRD-002,479,90,0.1,43110
ITEM-00000291,ORD-00060127,PRD-003,263,850,0.04,223550
ITEM-00000292,ORD-00004626,PRD-007,155,180,0.09,27900
ITEM-00000293,ORD-00063385,PRD-007,295,180,0.08,53100
ITEM-00000294,ORD-00001853,PRD-006,301,250,0.11,75250
ITEM-00000295,ORD-00019578,PRD-005,109,60,0.12,6540
ITEM-00000296,ORD-00076182,PRD-004,228,450,0.04,102600
ITEM-00000297,ORD-00020291,PRD-001,343,120,0.04,41160
ITEM-00000298,ORD-00053903,PRD-009,367,700,0.08,256900
ITEM-00000299,ORD-00053895,PRD-009,298,700,0.02,208600
ITEM-00000300,ORD-00023275,PRD-002,98,90,0.03,8820
ITEM-00000301,ORD-00001643,PRD-008,260,400,0.03,104000
